Iteration,Group,Sex,Age_Group,Permutation_Delta
2175,Japanese,Male,5-40,0.08272259356003131
2176,Japanese,Male,5-40,0.03908902091694122
2177,Japanese,Male,5-40,0.06127011034359442
2178,Japanese,Male,5-40,0.016183976617445417
2179,Japanese,Male,5-40,0.06422227542162928
2180,Japanese,Male,5-40,0.0040175403089133255
2181,Japanese,Male,5-40,0.039198408197780754
2182,Japanese,Male,5-40,-0.0525939337069421
2183,Japanese,Male,5-40,-0.03918841589720601
2184,Japanese,Male,5-40,-0.035667835937582826
2185,Japanese,Male,5-40,0.0607263265178104
2186,Japanese,Male,5-40,0.015798178437509414
2187,Japanese,Male,5-40,-0.09485044075090987
2188,Japanese,Male,5-40,-0.08214441519078419
2189,Japanese,Male,5-40,-0.07370916885259837
2190,Japanese,Male,5-40,-0.02486202849186636
2191,Japanese,Male,5-40,-0.017101253932532146
2192,Japanese,Male,5-40,0.05511572794025299
2193,Japanese,Male,5-40,-0.056078644923892806
2194,Japanese,Male,5-40,-0.026987270826862142
2195,Japanese,Male,5-40,-0.006289140255918424
2196,Japanese,Male,5-40,-0.07179451215802457
2197,Japanese,Male,5-40,-0.04708105061540491
2198,Japanese,Male,5-40,0.09531402615552498
2199,Japanese,Male,5-40,0.04029653496641372
2200,Japanese,Male,5-40,0.06113859118971776
2201,Japanese,Male,5-40,-0.029356929396645137
2202,Japanese,Male,5-40,0.029495377009596924
2203,Japanese,Male,5-40,0.07549535006889219
2204,Japanese,Male,5-40,0.08163115043798164
2205,Japanese,Male,5-40,-0.07318729306238314
2206,Japanese,Male,5-40,0.023749176587180898
2207,Japanese,Male,5-40,0.09233006677219269
2208,Japanese,Male,5-40,0.036176486722887535
2209,Japanese,Male,5-40,-0.008379708103886996
2210,Japanese,Male,5-40,0.029370917032961907
2211,Japanese,Male,5-40,-0.001990385337346634
2212,Japanese,Male,5-40,-0.04668399465354356
2213,Japanese,Male,5-40,0.00707288173607501
2214,Japanese,Male,5-40,-0.0034093790872979923
2215,Japanese,Male,5-40,0.0005674393736849748
2216,Japanese,Male,5-40,0.061505472808615735
2217,Japanese,Male,5-40,0.019853866270719944
2218,Japanese,Male,5-40,-0.10202197726886664
2219,Japanese,Male,5-40,0.029397213391210375
2220,Japanese,Male,5-40,0.022469612315197285
2221,Japanese,Male,5-40,-0.057602916505530954
2222,Japanese,Male,5-40,0.04680293789932666
2223,Japanese,Male,5-40,-0.028509838668034027
2224,Japanese,Male,5-40,-0.016078946850451414
2225,Japanese,Male,5-40,0.011360338860291419
2226,Japanese,Male,5-40,0.1567454096297931
2227,Japanese,Male,5-40,-0.002821036165950863
2228,Japanese,Male,5-40,0.01911902228455853
2229,Japanese,Male,5-40,0.049882897520409974
2230,Japanese,Male,5-40,0.04687172311624033
2231,Japanese,Male,5-40,-0.08805050842894291
2232,Japanese,Male,5-40,-0.03354630042938744
2233,Japanese,Male,5-40,0.08694775894413631
2234,Japanese,Male,5-40,0.008603751931221204
2235,Japanese,Male,5-40,-0.07150643158003489
2236,Japanese,Male,5-40,-0.007863632130466813
2237,Japanese,Male,5-40,0.07309529018432737
2238,Japanese,Male,5-40,0.07270110583291967
2239,Japanese,Male,5-40,0.018479671581651758
2240,Japanese,Male,5-40,-0.07284393467507311
2241,Japanese,Male,5-40,-0.15124853077319345
2242,Japanese,Male,5-40,0.05008010936084628
2243,Japanese,Male,5-40,-0.08070779687365515
2244,Japanese,Male,5-40,-0.16840543696871668
2245,Japanese,Male,5-40,-0.0257269442506467
2246,Japanese,Male,5-40,0.09923738664228132
2247,Japanese,Male,5-40,-0.027625609331696
2248,Japanese,Male,5-40,-0.08622340326842459
2249,Japanese,Male,5-40,0.08479419551712586
2250,Japanese,Male,5-40,-0.014489795299264197
2251,Japanese,Male,5-40,-0.011047734299691525
2252,Japanese,Male,5-40,-0.037276712806660894
2253,Japanese,Male,5-40,0.08099344001099773
2254,Japanese,Male,5-40,0.03008060025545345
2255,Japanese,Male,5-40,-0.002939298410809421
2256,Japanese,Male,5-40,-0.008151897632815652
2257,Japanese,Male,5-40,0.022444868740829405
2258,Japanese,Male,5-40,0.01869406536722784
2259,Japanese,Male,5-40,-0.07093365962881504
2260,Japanese,Male,5-40,0.013656659494830414
2261,Japanese,Male,5-40,0.16538563095236003
2262,Japanese,Male,5-40,-0.09664039553678538
2263,Japanese,Male,5-40,-0.011718444146752605
2264,Japanese,Male,5-40,-0.06196541535257194
2265,Japanese,Male,5-40,0.032616629151619225
2266,Japanese,Male,5-40,-0.08366284700637716
2267,Japanese,Male,5-40,-0.06460392046170038
2268,Japanese,Male,5-40,0.035970251577020385
2269,Japanese,Male,5-40,-0.05704600626052514
2270,Japanese,Male,5-40,-0.05087091221270623
2271,Japanese,Male,5-40,-0.11243619291115658
2272,Japanese,Male,5-40,-0.05486767228875178
2273,Japanese,Male,5-40,0.11382770280654819
2274,Japanese,Male,5-40,0.031977288619817745
2275,Japanese,Male,5-40,-0.12466238605140578
2276,Japanese,Male,5-40,0.046020564251866736
2277,Japanese,Male,5-40,0.09100992207216407
2278,Japanese,Male,5-40,-0.009904480065653365
2279,Japanese,Male,5-40,0.06563273564366545
2280,Japanese,Male,5-40,0.07875602584070962
2281,Japanese,Male,5-40,0.010601450609678986
2282,Japanese,Male,5-40,-0.034225197596726264
2283,Japanese,Male,5-40,-0.08344949832494275
2284,Japanese,Male,5-40,-0.013897312536009787
2285,Japanese,Male,5-40,0.00064432498238709
2286,Japanese,Male,5-40,0.000876118775600343
2287,Japanese,Male,5-40,-0.03818832801839034
2288,Japanese,Male,5-40,0.10244587712048236
2289,Japanese,Male,5-40,-0.012870159743189502
2290,Japanese,Male,5-40,-0.027201588788634545
2291,Japanese,Male,5-40,-0.1650232167461292
2292,Japanese,Male,5-40,-0.03290502112491067
2293,Japanese,Male,5-40,-0.0614036260458144
2294,Japanese,Male,5-40,0.017693552064261597
2295,Japanese,Male,5-40,-0.07561501451684949
2296,Japanese,Male,5-40,-0.018435612442129656
2297,Japanese,Male,5-40,-0.057407947122376735
2298,Japanese,Male,5-40,-0.005271715998691029
2299,Japanese,Male,5-40,-0.15143911396989496
2300,Japanese,Male,5-40,-0.053822895443681684
2301,Japanese,Male,5-40,-0.0032417634183081745
2302,Japanese,Male,5-40,-0.017883940069332027
2303,Japanese,Male,5-40,0.10814723768125756
2304,Japanese,Male,5-40,-0.015317039918718134
2305,Japanese,Male,5-40,0.05580557011179588
2306,Japanese,Male,5-40,0.04282638236723457
2307,Japanese,Male,5-40,0.15383942757067226
2308,Japanese,Male,5-40,0.027539054753816794
2309,Japanese,Male,5-40,-0.06207476257623479
2310,Japanese,Male,5-40,-0.03815375364612361
2311,Japanese,Male,5-40,-0.09613574807472447
2312,Japanese,Male,5-40,-0.1189571971750496
2313,Japanese,Male,5-40,0.08659077780477054
2314,Japanese,Male,5-40,-0.03239145426439949
2315,Japanese,Male,5-40,0.034719320992053326
2316,Japanese,Male,5-40,-0.028914474625934883
2317,Japanese,Male,5-40,0.03052818733956797
2318,Japanese,Male,5-40,0.07457664253157681
2319,Japanese,Male,5-40,-0.018197901757970314
2320,Japanese,Male,5-40,-0.06799511119515644
2321,Japanese,Male,5-40,-0.050463344644605
2322,Japanese,Male,5-40,-0.019382105032423214
2323,Japanese,Male,5-40,0.1651792302539734
2324,Japanese,Male,5-40,-0.05048926781598406
2325,Japanese,Male,5-40,-0.04622810006221867
2326,Japanese,Male,5-40,0.1261613655295335
2327,Japanese,Male,5-40,0.1036111308616634
2328,Japanese,Male,5-40,0.046130446830844773
2329,Japanese,Male,5-40,-0.12812320242690345
2330,Japanese,Male,5-40,-0.021254030618421238
2331,Japanese,Male,5-40,-0.03628932536279117
2332,Japanese,Male,5-40,0.013881328700350082
2333,Japanese,Male,5-40,0.004649531297029164
2334,Japanese,Male,5-40,0.058126345546560154
2335,Japanese,Male,5-40,0.01706854266954627
2336,Japanese,Male,5-40,0.07617672277308096
2337,Japanese,Male,5-40,-0.039841137089222434
2338,Japanese,Male,5-40,0.04550037614682956
2339,Japanese,Male,5-40,-0.09063647534904806
2340,Japanese,Male,5-40,-0.018945007873985897
2341,Japanese,Male,5-40,0.1448220866210208
2342,Japanese,Male,5-40,0.07963732155261805
2343,Japanese,Male,5-40,-0.030403754261605576
2344,Japanese,Male,5-40,0.029213804153765288
2345,Japanese,Male,5-40,0.022082150634374464
2346,Japanese,Male,5-40,0.04276159142678715
2347,Japanese,Male,5-40,0.0022811912318048133
2348,Japanese,Male,5-40,0.009851449220694697
2349,Japanese,Male,5-40,0.07129781868118368
2350,Japanese,Male,5-40,0.0378726368218667
2351,Japanese,Male,5-40,-0.005201609148870023
2352,Japanese,Male,5-40,0.13596301103646735
2353,Japanese,Male,5-40,-0.0484449351493641
2354,Japanese,Male,5-40,0.060795755632226944
2355,Japanese,Male,5-40,0.11447462802334729
2356,Japanese,Male,5-40,-0.01524770176218948
2357,Japanese,Male,5-40,-0.0006915068082937736
2358,Japanese,Male,5-40,-0.13616645967353103
2359,Japanese,Male,5-40,0.006985320808416962
2360,Japanese,Male,5-40,-0.0038817147198655366
2361,Japanese,Male,5-40,0.09388943309629316
2362,Japanese,Male,5-40,-0.0021500004775689696
2363,Japanese,Male,5-40,-0.0366569547736173
2364,Japanese,Male,5-40,-0.0014610304948170505
2365,Japanese,Male,5-40,-0.0720067652296823
2366,Japanese,Male,5-40,-0.05712718964698538
2367,Japanese,Male,5-40,-0.01049092314203115
2368,Japanese,Male,5-40,-0.0546195125160418
2369,Japanese,Male,5-40,-0.05755719163954942
2370,Japanese,Male,5-40,-0.018371269921467315
2371,Japanese,Male,5-40,0.05596074163248388
2372,Japanese,Male,5-40,0.11203987825362649
2373,Japanese,Male,5-40,-0.007308986105305726
2374,Japanese,Male,5-40,0.008909272609942454
2375,Japanese,Male,5-40,0.057469170395085145
2376,Japanese,Male,5-40,0.05858552522472005
2377,Japanese,Male,5-40,-0.020698914067272867
2378,Japanese,Male,5-40,-0.09520881096892042
2379,Japanese,Male,5-40,0.0567136037938516
2380,Japanese,Male,5-40,-0.04643849103296627
2381,Japanese,Male,5-40,0.08170980761120061
2382,Japanese,Male,5-40,0.003846222514878317
2383,Japanese,Male,5-40,-0.0013167104241500471
2384,Japanese,Male,5-40,-0.0021339777246176528
2385,Japanese,Male,5-40,-0.08181293698078829
2386,Japanese,Male,5-40,-0.06909387089166663
2387,Japanese,Male,5-40,0.039257691574367426
2388,Japanese,Male,5-40,0.07137059105713317
2389,Japanese,Male,5-40,0.06364287500717469
2390,Japanese,Male,5-40,0.09547352838021861
2391,Japanese,Male,5-40,0.18818959295481208
2392,Japanese,Male,5-40,-0.0023726249839186586
2393,Japanese,Male,5-40,-0.031443255849002094
2394,Japanese,Male,5-40,0.08211902482883882
2395,Japanese,Male,5-40,-0.04557389110924159
2396,Japanese,Male,5-40,-0.014339497292235492
2397,Japanese,Male,5-40,-0.012475731817719549
2398,Japanese,Male,5-40,0.022347572896678436
2399,Japanese,Male,5-40,0.06504712151241954
2400,Japanese,Male,5-40,-0.09614008144629693
2401,Japanese,Male,5-40,0.013617809646243595
2402,Japanese,Male,5-40,-0.0280529579217772
2403,Japanese,Male,5-40,0.014269155418699775
2404,Japanese,Male,5-40,-0.0029848403154075775
2405,Japanese,Male,5-40,-0.02904858028916224
2406,Japanese,Male,5-40,0.028821480201141947
2407,Japanese,Male,5-40,0.026970558562471103
2408,Japanese,Male,5-40,0.006040324124634289
2409,Japanese,Male,5-40,0.047940983430671213
2410,Japanese,Male,5-40,0.1351993598821304
2411,Japanese,Male,5-40,0.04783605785763534
2412,Japanese,Male,5-40,0.09567469189770783
2413,Japanese,Male,5-40,-0.011844816060274654
2414,Japanese,Male,5-40,0.023581019248782864
2415,Japanese,Male,5-40,-0.0035546401750385925
2416,Japanese,Male,5-40,-0.04231607692222927
2417,Japanese,Male,5-40,0.03973988602620837
2418,Japanese,Male,5-40,0.03557552497245964
2419,Japanese,Male,5-40,-0.05927694668696093
2420,Japanese,Male,5-40,-0.05181785802936689
2421,Japanese,Male,5-40,-0.06392499849809363
2422,Japanese,Male,5-40,0.06548258976471
2423,Japanese,Male,5-40,0.021679723339975254
2424,Japanese,Male,5-40,-0.02160934570141193
2425,Japanese,Male,5-40,-0.11131116689785037
2426,Japanese,Male,5-40,-0.02937261473620212
2427,Japanese,Male,5-40,0.04891944739129439
2428,Japanese,Male,5-40,0.09346787023014547
2429,Japanese,Male,5-40,0.13066447204379528
2430,Japanese,Male,5-40,0.02282961704821873
2431,Japanese,Male,5-40,0.08274443204616144
2432,Japanese,Male,5-40,0.07504912818802012
2433,Japanese,Male,5-40,-0.1093907880234426
2434,Japanese,Male,5-40,-0.03186670695192584
2435,Japanese,Male,5-40,-0.029986360329691042
2436,Japanese,Male,5-40,0.02643226824204925
2437,Japanese,Male,5-40,-0.07239267375275138
2438,Japanese,Male,5-40,-0.11297915188969498
2439,Japanese,Male,5-40,-0.08739107439463867
2440,Japanese,Male,5-40,-0.0032158243658060304
2441,Japanese,Male,5-40,0.11165984706789844
2442,Japanese,Male,5-40,0.01836056618024795
2443,Japanese,Male,5-40,-0.11921739919471719
2444,Japanese,Male,5-40,0.0512600253053086
2445,Japanese,Male,5-40,-0.047251821741255196
2446,Japanese,Male,5-40,0.048458151830139684
2447,Japanese,Male,5-40,-0.06665772619836408
2448,Japanese,Male,5-40,0.014569585819658393
2449,Japanese,Male,5-40,0.053839773591351836
2450,Japanese,Male,5-40,0.07600598038690021
2451,Japanese,Male,5-40,-0.022311535404506033
2452,Japanese,Male,5-40,0.12659213691701843
2453,Japanese,Male,5-40,0.04154027615430289
2454,Japanese,Male,5-40,0.06505764708598649
2455,Japanese,Male,5-40,0.020287383465056763
2456,Japanese,Male,5-40,-0.04057001590984477
2457,Japanese,Male,5-40,-0.030901263564468318
2458,Japanese,Male,5-40,-0.005965390924706826
2459,Japanese,Male,5-40,-0.09655580317442292
2460,Japanese,Male,5-40,-0.05979882220832544
2461,Japanese,Male,5-40,0.09249950877006397
2462,Japanese,Male,5-40,-0.008596593801670771
2463,Japanese,Male,5-40,0.020246334326676108
2464,Japanese,Male,5-40,0.06017250004951924
2465,Japanese,Male,5-40,0.21704712515051772
2466,Japanese,Male,5-40,-0.05220013640413068
2467,Japanese,Male,5-40,0.02719466008260607
2468,Japanese,Male,5-40,-0.027341282137763434
2469,Japanese,Male,5-40,0.13822365150514937
2470,Japanese,Male,5-40,0.03986888878763506
2471,Japanese,Male,5-40,-0.04538144183727466
2472,Japanese,Male,5-40,0.09505148647727824
2473,Japanese,Male,5-40,-0.07321785890617294
2474,Japanese,Male,5-40,-0.035619544702621964
2475,Japanese,Male,5-40,-0.06218184814946759
2476,Japanese,Male,5-40,-0.02827644096193338
2477,Japanese,Male,5-40,-0.00021129811294828826
2478,Japanese,Male,5-40,0.011686299604494854
2479,Japanese,Male,5-40,-0.08120914599550821
2480,Japanese,Male,5-40,0.12904884802499872
2481,Japanese,Male,5-40,-0.053190240738519856
2482,Japanese,Male,5-40,-0.11355997769864001
2483,Japanese,Male,5-40,-0.011276391382603945
2484,Japanese,Male,5-40,-0.11283327503624196
2485,Japanese,Male,5-40,0.00951002563136405
2486,Japanese,Male,5-40,-0.08065026750137627
2487,Japanese,Male,5-40,-0.002018029409979194
2488,Japanese,Male,5-40,-0.05660536523856474
2489,Japanese,Male,5-40,-0.03506602171291173
2490,Japanese,Male,5-40,-0.08336055588405711
2491,Japanese,Male,5-40,-0.08355329817398216
2492,Japanese,Male,5-40,0.037070980124535025
2493,Japanese,Male,5-40,0.08234766224551171
2494,Japanese,Male,5-40,-0.05709935369058927
2495,Japanese,Male,5-40,-0.02335907793165104
2496,Japanese,Male,5-40,-0.04210597412139894
2497,Japanese,Male,5-40,-0.027107315274585098
2498,Japanese,Male,5-40,-0.12652784065047018
2499,Japanese,Male,5-40,-0.13422700415435562
2500,Japanese,Male,5-40,-0.0589997779859428
2501,Japanese,Male,5-40,0.013605145050946454
2502,Japanese,Male,5-40,0.03514288917289021
2503,Japanese,Male,5-40,0.06754915842436704
2504,Japanese,Male,5-40,0.03106772661885615
2505,Japanese,Male,5-40,0.03172727414730092
2506,Japanese,Male,5-40,-0.11348795917053422
2507,Japanese,Male,5-40,-0.0026855212115817206
2508,Japanese,Male,5-40,-0.11106821488169616
2509,Japanese,Male,5-40,0.07121496303834562
2510,Japanese,Male,5-40,-0.004087769555727316
2511,Japanese,Male,5-40,-0.11784760433579033
2512,Japanese,Male,5-40,0.1056193293063119
2513,Japanese,Male,5-40,0.03432795059182636
2514,Japanese,Male,5-40,-0.018689118475441635
2515,Japanese,Male,5-40,-0.0063923375804095794
2516,Japanese,Male,5-40,-0.048863776217286325
2517,Japanese,Male,5-40,0.06612798010099596
2518,Japanese,Male,5-40,0.010864394790299992
2519,Japanese,Male,5-40,0.08101476826902676
2520,Japanese,Male,5-40,-0.08156494787130164
2521,Japanese,Male,5-40,-0.01407613612417169
2522,Japanese,Male,5-40,0.05192993874071017
2523,Japanese,Male,5-40,-0.04040136637009395
2524,Japanese,Male,5-40,-0.042032154776272534
2525,Japanese,Male,5-40,0.024722229363227877
2526,Japanese,Male,5-40,0.07262075410000124
2527,Japanese,Male,5-40,-0.06289333605843961
2528,Japanese,Male,5-40,-0.09459897455601007
2529,Japanese,Male,5-40,0.004542332362151402
2530,Japanese,Male,5-40,-0.12810722446510514
2531,Japanese,Male,5-40,0.09148279422618821
2532,Japanese,Male,5-40,-0.029710425258839823
2533,Japanese,Male,5-40,-0.07908066878461151
2534,Japanese,Male,5-40,-0.032703139137726156
2535,Japanese,Male,5-40,0.013478085426128716
2536,Japanese,Male,5-40,0.13126370854160574
2537,Japanese,Male,5-40,0.010506164192713552
2538,Japanese,Male,5-40,0.14042449824411185
2539,Japanese,Male,5-40,0.030676455282398152
2540,Japanese,Male,5-40,0.007269179115160007
2541,Japanese,Male,5-40,0.09629158485151668
2542,Japanese,Male,5-40,-0.0064357641890604445
2543,Japanese,Male,5-40,0.029416897052520374
2544,Japanese,Male,5-40,-0.06423034654619464
2545,Japanese,Male,5-40,-0.03384443681700966
2546,Japanese,Male,5-40,0.010624379840560083
2547,Japanese,Male,5-40,0.015612328344394966
2548,Japanese,Male,5-40,-0.003325266303312535
2549,Japanese,Male,5-40,-0.07845319736358514
2550,Japanese,Male,5-40,0.079951041760286
2551,Japanese,Male,5-40,-0.06549016379838224
2552,Japanese,Male,5-40,-0.03763209238024734
2553,Japanese,Male,5-40,0.10956328042102226
2554,Japanese,Male,5-40,-0.06628001798240923
2555,Japanese,Male,5-40,-0.06783525195526363
2556,Japanese,Male,5-40,0.003926248725882431
2557,Japanese,Male,5-40,0.027171893499885913
2558,Japanese,Male,5-40,-0.015389235842187654
2559,Japanese,Male,5-40,0.05326281860458937
2560,Japanese,Male,5-40,0.039007617684330365
2561,Japanese,Male,5-40,-0.019161850388023094
2562,Japanese,Male,5-40,-0.02352377605985123
2563,Japanese,Male,5-40,-0.004586579225450027
2564,Japanese,Male,5-40,-0.008719377278338047
2565,Japanese,Male,5-40,0.04918618931969476
2566,Japanese,Male,5-40,-0.008991330048081059
2567,Japanese,Male,5-40,-0.047422166591483794
2568,Japanese,Male,5-40,-0.026517861414990795
2569,Japanese,Male,5-40,-0.04556095507251445
2570,Japanese,Male,5-40,0.15954850347526994
2571,Japanese,Male,5-40,-0.08903126793341287
2572,Japanese,Male,5-40,0.10479206442192446
2573,Japanese,Male,5-40,0.008553777757702274
2574,Japanese,Male,5-40,0.014501157620902871
2575,Japanese,Male,5-40,0.010703224587556237
2576,Japanese,Male,5-40,0.05301573647984403
2577,Japanese,Male,5-40,-0.07307187668199111
2578,Japanese,Male,5-40,0.03021946805184239
2579,Japanese,Male,5-40,0.06801035589152638
2580,Japanese,Male,5-40,0.022491994813588656
2581,Japanese,Male,5-40,0.10788556375179748
2582,Japanese,Male,5-40,0.09977052864940217
2583,Japanese,Male,5-40,0.06340103592124535
2584,Japanese,Male,5-40,0.08174822295647122
2585,Japanese,Male,5-40,0.0348529120229899
2586,Japanese,Male,5-40,0.0036894275722592074
2587,Japanese,Male,5-40,-0.04976115380427837
2588,Japanese,Male,5-40,-0.01854498063358556
2589,Japanese,Male,5-40,-0.07278903076431864
2590,Japanese,Male,5-40,-0.08558231607268074
2591,Japanese,Male,5-40,0.027763900382027362
2592,Japanese,Male,5-40,-0.024992452752010674
2593,Japanese,Male,5-40,-0.07399955290917415
2594,Japanese,Male,5-40,-0.057505929149419766
2595,Japanese,Male,5-40,0.01176824630012896
2596,Japanese,Male,5-40,0.02699672731419822
2597,Japanese,Male,5-40,-0.12796444738865276
2598,Japanese,Male,5-40,0.08344728446153238
2599,Japanese,Male,5-40,0.041260451059230485
2600,Japanese,Male,5-40,-0.07112540241069776
2601,Japanese,Male,5-40,0.02512853078223265
2602,Japanese,Male,5-40,0.0006500156446969108
2603,Japanese,Male,5-40,0.024471689336686087
2604,Japanese,Male,5-40,0.02509552915672053
2605,Japanese,Male,5-40,-0.06948154082189095
2606,Japanese,Male,5-40,0.09488790898952115
2607,Japanese,Male,5-40,-0.08339820839275935
2608,Japanese,Male,5-40,0.06318250728676844
2609,Japanese,Male,5-40,-0.046737060089688365
2610,Japanese,Male,5-40,0.03174692256917022
2611,Japanese,Male,5-40,-0.030810054206211746
2612,Japanese,Male,5-40,-0.050562507698673986
2613,Japanese,Male,5-40,-0.21011546411630477
2614,Japanese,Male,5-40,0.089859997176851
2615,Japanese,Male,5-40,0.009146429314952353
2616,Japanese,Male,5-40,0.07923042857274876
2617,Japanese,Male,5-40,0.1170080525999857
2618,Japanese,Male,5-40,0.17587904345679695
2619,Japanese,Male,5-40,-0.07481369340733468
2620,Japanese,Male,5-40,0.00862569914292477
2621,Japanese,Male,5-40,0.08276840757993953
2622,Japanese,Male,5-40,-0.06479707439879867
2623,Japanese,Male,5-40,0.06576790157485135
2624,Japanese,Male,5-40,-0.038365623107287083
2625,Japanese,Male,5-40,0.014428334810842935
2626,Japanese,Male,5-40,-0.05188949937923004
2627,Japanese,Male,5-40,-0.13888335293478993
2628,Japanese,Male,5-40,-0.1359810019741825
2629,Japanese,Male,5-40,0.12416226256345353
2630,Japanese,Male,5-40,-0.07421332441684836
2631,Japanese,Male,5-40,0.02353439694185333
2632,Japanese,Male,5-40,-0.06227661031585652
2633,Japanese,Male,5-40,-0.002516655046081784
2634,Japanese,Male,5-40,-0.051114972715657236
2635,Japanese,Male,5-40,-0.005515217211492285
2636,Japanese,Male,5-40,0.005463597219059313
2637,Japanese,Male,5-40,-0.11603900814735613
2638,Japanese,Male,5-40,0.05012720295456008
2639,Japanese,Male,5-40,-0.05690305650464045
2640,Japanese,Male,5-40,-0.08184027265174976
2641,Japanese,Male,5-40,-0.002459348696346675
2642,Japanese,Male,5-40,0.14145354222619222
2643,Japanese,Male,5-40,0.003162637084267894
2644,Japanese,Male,5-40,0.028797849946980314
2645,Japanese,Male,5-40,0.01333554345719623
2646,Japanese,Male,5-40,-0.10908713813528803
2647,Japanese,Male,5-40,0.05092444253275241
2648,Japanese,Male,5-40,-0.057538957953956915
2649,Japanese,Male,5-40,0.06945870075082183
2650,Japanese,Male,5-40,-0.0360750171757338
2651,Japanese,Male,5-40,-0.061600695268760886
2652,Japanese,Male,5-40,0.0018291246269408479
2653,Japanese,Male,5-40,0.0068460516554462725
2654,Japanese,Male,5-40,-0.09626336353901332
2655,Japanese,Male,5-40,0.09539465668910618
2656,Japanese,Male,5-40,-0.08975408038439947
2657,Japanese,Male,5-40,0.012169828293906448
2658,Japanese,Male,5-40,-0.09167586062756605
2659,Japanese,Male,5-40,0.12009490902430064
2660,Japanese,Male,5-40,0.08062570799646585
2661,Japanese,Male,5-40,0.0017863548333558743
2662,Japanese,Male,5-40,-0.008911945923191
2663,Japanese,Male,5-40,-0.002919694994256705
2664,Japanese,Male,5-40,0.10685527495948666
2665,Japanese,Male,5-40,-0.1027493642328936
2666,Japanese,Male,5-40,0.1612611717673722
2667,Japanese,Male,5-40,-0.13272513965994936
2668,Japanese,Male,5-40,-0.007592320998378144
2669,Japanese,Male,5-40,0.07787531032879591
2670,Japanese,Male,5-40,-0.05868280182852459
2671,Japanese,Male,5-40,0.05080438718912417
2672,Japanese,Male,5-40,-0.006894156541552343
2673,Japanese,Male,5-40,-0.06516549641783054
2674,Japanese,Male,5-40,-0.12067080576362743
2675,Japanese,Male,5-40,-0.0010535080287206178
2676,Japanese,Male,5-40,-0.13952306600940179
2677,Japanese,Male,5-40,-0.04577027075991813
2678,Japanese,Male,5-40,0.06571638274510194
2679,Japanese,Male,5-40,-0.007274986931344429
2680,Japanese,Male,5-40,-0.027365281988053436
2681,Japanese,Male,5-40,-0.0618415293837522
2682,Japanese,Male,5-40,-0.0968890579793007
2683,Japanese,Male,5-40,0.05402404291071039
2684,Japanese,Male,5-40,0.08186581623264466
2685,Japanese,Male,5-40,-0.12572231876420936
2686,Japanese,Male,5-40,0.09068226001359747
2687,Japanese,Male,5-40,-0.04792482455498681
2688,Japanese,Male,5-40,0.012468846707744508
2689,Japanese,Male,5-40,-0.04955542137310265
2690,Japanese,Male,5-40,-0.1617382261605267
2691,Japanese,Male,5-40,-0.017933013716773916
2692,Japanese,Male,5-40,0.023485672404147007
2693,Japanese,Male,5-40,0.05113631841184296
2694,Japanese,Male,5-40,-0.058232548225077174
2695,Japanese,Male,5-40,0.0019901177991692443
2696,Japanese,Male,5-40,-0.0809298691518836
2697,Japanese,Male,5-40,0.027709454859452975
2698,Japanese,Male,5-40,-0.1889033344422386
2699,Japanese,Male,5-40,-0.042545192161549616
2700,Japanese,Male,5-40,0.007243180533176741
2701,Japanese,Male,5-40,-0.09384376506402137
2702,Japanese,Male,5-40,-0.11608972352520941
2703,Japanese,Male,5-40,0.04089952875400282
2704,Japanese,Male,5-40,-0.05264802612940689
2705,Japanese,Male,5-40,0.0837982110127169
2706,Japanese,Male,5-40,0.04650300369678151
2707,Japanese,Male,5-40,-0.022307063241735925
2708,Japanese,Male,5-40,-0.09000075302950905
2709,Japanese,Male,5-40,-0.03306983300392097
2710,Japanese,Male,5-40,-0.06167742919679209
2711,Japanese,Male,5-40,-0.050854620281315155
2712,Japanese,Male,5-40,0.04496298585557068
2713,Japanese,Male,5-40,-0.04446542548849175
2714,Japanese,Male,5-40,-0.09143753909092167
2715,Japanese,Male,5-40,-0.03766771112967948
2716,Japanese,Male,5-40,-0.020711577819863658
2717,Japanese,Male,5-40,-0.004576419850285562
2718,Japanese,Male,5-40,-0.038783809604662656
2719,Japanese,Male,5-40,0.03962609190366462
2720,Japanese,Male,5-40,0.05283516473641581
2721,Japanese,Male,5-40,-0.012240115037197352
2722,Japanese,Male,5-40,-0.010693884729591874
2723,Japanese,Male,5-40,-0.07163286753868392
2724,Japanese,Male,5-40,0.0187655869272787
2725,Japanese,Male,5-40,-0.03402500275084375
2726,Japanese,Male,5-40,-0.08555747777088718
2727,Japanese,Male,5-40,-0.002412646005250041
2728,Japanese,Male,5-40,-0.13111971493661168
2729,Japanese,Male,5-40,-0.07251636242079962
2730,Japanese,Male,5-40,-0.06704432814706629
2731,Japanese,Male,5-40,0.08690201076506421
2732,Japanese,Male,5-40,0.07137318001490778
2733,Japanese,Male,5-40,-0.0302077775773979
2734,Japanese,Male,5-40,-0.04637508134819601
2735,Japanese,Male,5-40,0.012164780735935965
2736,Japanese,Male,5-40,-0.03379665724096026
2737,Japanese,Male,5-40,-0.08967456667036999
2738,Japanese,Male,5-40,0.030436187416480465
2739,Japanese,Male,5-40,-0.08706241697225181
2740,Japanese,Male,5-40,-0.007473125141484793
2741,Japanese,Male,5-40,-0.0646021189818975
2742,Japanese,Male,5-40,0.0530644700206091
